01-controlplane-full.yaml	machine.type	controlplane
01-controlplane-full.yaml	machine.token.len	23
01-controlplane-full.yaml	machine.network.hostname	cp-01
01-controlplane-full.yaml	machine.install.disk	/dev/sda
01-controlplane-full.yaml	machine.install.image	
01-controlplane-full.yaml	machine.install.wipe	false
01-controlplane-full.yaml	machine.kubelet.image	ghcr.io/siderolabs/kubelet:v1.36.1
01-controlplane-full.yaml	machine.network.nameservers	
01-controlplane-full.yaml	machine.network.interfaces[].dhcpOptions.routeMetric	0
01-controlplane-full.yaml	machine.network.interfaces[].dhcpOptions.ipv4	true
01-controlplane-full.yaml	machine.network.interfaces[].dhcpOptions.ipv6	false
01-controlplane-full.yaml	machine.network.interfaces[].dhcpOptions.duidv6
01-controlplane-full.yaml	machine.sysctls	
01-controlplane-full.yaml	machine.env	
01-controlplane-full.yaml	cluster.name	
01-controlplane-full.yaml	cluster.id	
01-controlplane-full.yaml	cluster.controlPlane.endpoint	https://10.0.0.1:6443
01-controlplane-full.yaml	cluster.network.dnsDomain	cluster.local
01-controlplane-full.yaml	cluster.network.podSubnets	10.244.0.0/16
01-controlplane-full.yaml	cluster.network.serviceSubnets	10.96.0.0/12
02-controlplane-no-hostname-no-install.yaml	machine.type	controlplane
02-controlplane-no-hostname-no-install.yaml	machine.token.len	23
02-controlplane-no-hostname-no-install.yaml	machine.network.hostname	
02-controlplane-no-hostname-no-install.yaml	machine.install.disk	
02-controlplane-no-hostname-no-install.yaml	machine.install.image	
02-controlplane-no-hostname-no-install.yaml	machine.install.wipe	false
02-controlplane-no-hostname-no-install.yaml	machine.kubelet.image	ghcr.io/siderolabs/kubelet:v1.36.1
02-controlplane-no-hostname-no-install.yaml	machine.network.nameservers	
02-controlplane-no-hostname-no-install.yaml	machine.network.interfaces[].dhcpOptions.routeMetric	0
02-controlplane-no-hostname-no-install.yaml	machine.network.interfaces[].dhcpOptions.ipv4	true
02-controlplane-no-hostname-no-install.yaml	machine.network.interfaces[].dhcpOptions.ipv6	false
02-controlplane-no-hostname-no-install.yaml	machine.network.interfaces[].dhcpOptions.duidv6
02-controlplane-no-hostname-no-install.yaml	machine.sysctls	
02-controlplane-no-hostname-no-install.yaml	machine.env	
02-controlplane-no-hostname-no-install.yaml	cluster.name	
02-controlplane-no-hostname-no-install.yaml	cluster.id	
02-controlplane-no-hostname-no-install.yaml	cluster.controlPlane.endpoint	https://10.0.0.1:6443
02-controlplane-no-hostname-no-install.yaml	cluster.network.dnsDomain	cluster.local
02-controlplane-no-hostname-no-install.yaml	cluster.network.podSubnets	10.244.0.0/16
02-controlplane-no-hostname-no-install.yaml	cluster.network.serviceSubnets	10.96.0.0/12
03-controlplane-hostname-no-install.yaml	machine.type	controlplane
03-controlplane-hostname-no-install.yaml	machine.token.len	23
03-controlplane-hostname-no-install.yaml	machine.network.hostname	cp-03
03-controlplane-hostname-no-install.yaml	machine.install.disk	
03-controlplane-hostname-no-install.yaml	machine.install.image	
03-controlplane-hostname-no-install.yaml	machine.install.wipe	false
03-controlplane-hostname-no-install.yaml	machine.kubelet.image	ghcr.io/siderolabs/kubelet:v1.36.1
03-controlplane-hostname-no-install.yaml	machine.network.nameservers	
03-controlplane-hostname-no-install.yaml	machine.network.interfaces[].dhcpOptions.routeMetric	0
03-controlplane-hostname-no-install.yaml	machine.network.interfaces[].dhcpOptions.ipv4	true
03-controlplane-hostname-no-install.yaml	machine.network.interfaces[].dhcpOptions.ipv6	false
03-controlplane-hostname-no-install.yaml	machine.network.interfaces[].dhcpOptions.duidv6
03-controlplane-hostname-no-install.yaml	machine.sysctls	
03-controlplane-hostname-no-install.yaml	machine.env	
03-controlplane-hostname-no-install.yaml	cluster.name	
03-controlplane-hostname-no-install.yaml	cluster.id	
03-controlplane-hostname-no-install.yaml	cluster.controlPlane.endpoint	https://10.0.0.1:6443
03-controlplane-hostname-no-install.yaml	cluster.network.dnsDomain	cluster.local
03-controlplane-hostname-no-install.yaml	cluster.network.podSubnets	10.244.0.0/16
03-controlplane-hostname-no-install.yaml	cluster.network.serviceSubnets	10.96.0.0/12
04-worker-full.yaml	machine.type	worker
04-worker-full.yaml	machine.token.len	23
04-worker-full.yaml	machine.network.hostname	worker-04
04-worker-full.yaml	machine.install.disk	/dev/vda
04-worker-full.yaml	machine.install.image	
04-worker-full.yaml	machine.install.wipe	false
04-worker-full.yaml	machine.kubelet.image	ghcr.io/siderolabs/kubelet:v1.36.1
04-worker-full.yaml	machine.network.nameservers	
04-worker-full.yaml	machine.network.interfaces[].dhcpOptions.routeMetric	0
04-worker-full.yaml	machine.network.interfaces[].dhcpOptions.ipv4	true
04-worker-full.yaml	machine.network.interfaces[].dhcpOptions.ipv6	false
04-worker-full.yaml	machine.network.interfaces[].dhcpOptions.duidv6
04-worker-full.yaml	machine.sysctls	
04-worker-full.yaml	machine.env	
04-worker-full.yaml	cluster.name	
04-worker-full.yaml	cluster.id	
04-worker-full.yaml	cluster.controlPlane.endpoint	https://10.0.0.1:6443
04-worker-full.yaml	cluster.network.dnsDomain	cluster.local
04-worker-full.yaml	cluster.network.podSubnets	10.244.0.0/16
