# Frozen exact legacy ADR amendment relationship edges.
# Each row: source ADR, field, endpoint ADR. This reviewed baseline may only shrink.
# New or changed edges must opt into lifecycle_contract: reciprocal-accepted-v1.
ADR-0017	amended_by	ADR-0532
ADR-0105	amends	ADR-0056
ADR-0106	amends	ADR-0056
ADR-0106	amends	ADR-0105
ADR-0107	amends	ADR-0056
ADR-0107	amends	ADR-0105
ADR-0119	amended_by	ADR-0131
ADR-0131	amends	ADR-0119
ADR-0196	amended_by	ADR-0520
ADR-0239	amends	ADR-0136
ADR-0242	amends	ADR-0136
ADR-0242	amends	ADR-0220
ADR-0242	amends	ADR-0221
ADR-0242	amends	ADR-0239
ADR-0243	amends	ADR-0150
ADR-0243	amends	ADR-0183
ADR-0244	amends	ADR-0220
ADR-0244	amends	ADR-0221
ADR-0244	amends	ADR-0239
ADR-0245	amends	ADR-0131
ADR-0245	amends	ADR-0132
ADR-0245	amends	ADR-0145
ADR-0246	amends	ADR-0150
ADR-0246	amends	ADR-0183
ADR-0246	amends	microservices/ontology/PRD.md (drops cedar-fragment-coverage BC; rewrites §"universal mediator" framing; renames agent-gateway BC to tool-call-ingress)
ADR-0248	amends	ADR-0009
ADR-0249	amends	ADR-0132
ADR-0249	amends	ADR-0213
ADR-0251	amends	ADR-0099
ADR-0251	amends	ADR-0144
ADR-0251	amends	ADR-0150
ADR-0252	amends	ADR-0035
ADR-0252	amends	ADR-0128
ADR-0252	amends	ADR-0145
ADR-0253	amended_by	ADR-0565
ADR-0255	amends	ADR-0220
ADR-0257	amends	ADR-0106
ADR-0257	amends	ADR-0145
ADR-0263	amends	ADR-0042
ADR-0263	amends	ADR-0153
ADR-0263	amends	ADR-0186
ADR-0272	amends	ADR-0099
ADR-0272	amends	ADR-0251
ADR-0273	amends	ADR-0201
ADR-0280	amended_by	ADR-0520
ADR-0280	amended_by	ADR-0562
ADR-0280	amends	ADR-0145
ADR-0280	amends	ADR-0245
ADR-0280	amends	ADR-0246
ADR-0284	amends	ADR-0242
ADR-0292	amends	ADR-0007
ADR-0292	amends	ADR-0099
ADR-0292	amends	ADR-0218
ADR-0292	amends	ADR-0251
ADR-0311	amends	ADR-0244
ADR-0313	amends	ADR-0244
ADR-0316	amends	ADR-0132
ADR-0316	amends	ADR-0245
ADR-0316	amends	ADR-0249
ADR-0316	amends	ADR-0257
ADR-0316	amends	ADR-0315
ADR-0317	amends	ADR-0244
ADR-0317	amends	ADR-0292
ADR-0317	amends	ADR-0299
ADR-0317	amends	ADR-0311
ADR-0320	amends	ADR-0244
ADR-0320	amends	ADR-0311
ADR-0320	amends	ADR-0313
ADR-0324	amends	ADR-0091
ADR-0324	amends	ADR-0132
ADR-0324	amends	ADR-0322
ADR-0324	amends	ADR-0323
ADR-0325	amends	ADR-0249
ADR-0325	amends	ADR-0314
ADR-0325	amends	ADR-0316
ADR-0326	amends	ADR-0244
ADR-0326	amends	ADR-0246
ADR-0326	amends	ADR-0251
ADR-0326	amends	ADR-0263
ADR-0326	amends	ADR-0304
ADR-0329	amends	ADR-0064
ADR-0329	amends	ADR-0249
ADR-0329	amends	ADR-0251
ADR-0329	amends	ADR-0255
