val	0	netrom
val	1	ether
val	2	eether
val	3	ax25
val	4	pronet
val	5	chaos
val	6	ieee802
val	7	arcnet
val	8	atalk
val	15	dlci
val	19	atm
val	23	metricom
val	24	ieee1394
val	27	eui64
val	32	infiniband
val	256	slip
val	257	cslip
val	258	slip6
val	259	cslip6
val	260	rsrvd
val	264	adapt
val	270	rose
val	271	x25
val	272	hwx25
val	280	can
val	512	ppp
val	513	cisco
val	516	lapb
val	517	ddcmp
val	518	rawhdlc
val	768	ipip
val	769	tunnel6
val	770	frad
val	771	skip
val	772	loopback
val	773	localtlk
val	774	fddi
val	775	bif
val	776	sit
val	777	ip/ddp
val	778	gre
val	779	pimreg
val	780	hippi
val	781	ash
val	782	econet
val	783	irda
val	784	fcpp
val	785	fcal
val	786	fcpl
val	787	fcfb_0
val	788	fcfb_1
val	789	fcfb_2
val	790	fcfb_3
val	791	fcfb_4
val	792	fcfb_5
val	793	fcfb_6
val	794	fcfb_7
val	795	fcfb_8
val	796	fcfb_9
val	797	fcfb_10
val	798	fcfb_11
val	799	fcfb_12
val	800	tr
val	801	ieee802.11
val	802	ieee802.11_prism
val	803	ieee802.11_radiotap
val	804	ieee802.15.4
val	805	ieee802.15.4_monitor
val	820	phonet
val	821	phonet_pipe
val	822	caif
val	823	ip6gre
val	824	netlink
val	825	6lowpan
val	65534	nohdr
val	65535	void
parse	netrom	0
parse	ether	1
parse	eether	2
parse	ax25	3
parse	pronet	4
parse	chaos	5
parse	ieee802	6
parse	arcnet	7
parse	atalk	8
parse	dlci	15
parse	atm	19
parse	metricom	23
parse	ieee1394	24
parse	eui64	27
parse	infiniband	32
parse	slip	256
parse	cslip	257
parse	slip6	258
parse	cslip6	259
parse	rsrvd	260
parse	adapt	264
parse	rose	270
parse	x25	271
parse	hwx25	272
parse	can	280
parse	ppp	512
parse	cisco	513
parse	lapb	516
parse	ddcmp	517
parse	rawhdlc	518
parse	ipip	768
parse	tunnel6	769
parse	frad	770
parse	skip	771
parse	loopback	772
parse	localtlk	773
parse	fddi	774
parse	bif	775
parse	sit	776
parse	ip/ddp	777
parse	gre	778
parse	pimreg	779
parse	hippi	780
parse	ash	781
parse	econet	782
parse	irda	783
parse	fcpp	784
parse	fcal	785
parse	fcpl	786
parse	fcfb_0	787
parse	fcfb_1	788
parse	fcfb_2	789
parse	fcfb_3	790
parse	fcfb_4	791
parse	fcfb_5	792
parse	fcfb_6	793
parse	fcfb_7	794
parse	fcfb_8	795
parse	fcfb_9	796
parse	fcfb_10	797
parse	fcfb_11	798
parse	fcfb_12	799
parse	tr	800
parse	ieee802.11	801
parse	ieee802.11_prism	802
parse	ieee802.11_radiotap	803
parse	ieee802.15.4	804
parse	ieee802.15.4_monitor	805
parse	phonet	820
parse	phonet_pipe	821
parse	caif	822
parse	ip6gre	823
parse	netlink	824
parse	6lowpan	825
parse	nohdr	65534
parse	void	65535
parse	__nope__	ERR
