val	0	unspec
val	1	redirect
val	2	kernel
val	3	boot
val	4	static
val	9	ra
val	10	mrt
val	11	zebra
val	12	bird
val	13	dnrouted
val	14	xorp
val	15	ntk
val	16	dhcp
val	17	mrtd
val	18	keepalived
val	42	babel
val	99	openr
val	186	bgp
val	187	isis
val	188	ospf
val	189	rip
val	192	eigrp
parse	unspec	0
parse	redirect	1
parse	kernel	2
parse	boot	3
parse	static	4
parse	ra	9
parse	mrt	10
parse	zebra	11
parse	bird	12
parse	dnrouted	13
parse	xorp	14
parse	ntk	15
parse	dhcp	16
parse	mrtd	17
parse	keepalived	18
parse	babel	42
parse	openr	99
parse	bgp	186
parse	isis	187
parse	ospf	188
parse	rip	189
parse	eigrp	192
parse	__nope__	ERR
